SUBJ ID;EXPERIMENT;Baseline;EV;EUT;SEM;SEU;PT-Edit1;PT-Edit2;CPT-TK;CPT-LBW;CPT-Prelec;Dual-1;Dual-2;Regret-Bell;Regret-LS;Salience;Aspiration;Below-mean Semivariance;Certainty Equivalence;CoefVar;DFT;Distracted DFT;Disappointment-Bell;Disappointment-LS1;Disappointment-LS2;Disappointment-DC1;Disappointment-DC2;Dual System-M;Dual System-LOB;Mean Alpha-target;Mean Below-target;Mean StdDev;Mean Target Semivariance;Mean Variance;Noisy Retrieval;Subjective Expected Pleasure;Odds-based SWU;UWS;Variance Skewness;Venture;RAM;TAX;Heuristic BTA;Heuristic CC;Heuristic EP;Heuristic RELM;Heuristic LL;Heuristic LEPE;Heuristic LPE;Heuristic Minimax;Heuristic Minimax Regret;Heuristic ML;Heuristic MPW;Heuristic Priority;Heuristic Similarity-Leland
119;Pachur17;145.5609079;146.8551475;132.2881815;151.4913872;123.7844171;125.8344113;136.9787095;128.2115208;134.6646135;135.3806985;137.2076629;140.1376076;163.2593974;144.1200894;137.5019967;141.9636962;135.6065158;146.7541087;211.2465012;149.2632043;146.8302205;143.8129648;156.1057719;124.0439933;151.0272132;141.4286762;138.7154813;128.0632779;145.4501413;142.4277273;143.4503476;140.9161489;137.0685329;123.4093176;147.4400174;119.5116684;136.2027138;141.7224933;147.1079534;130.5165856;123.6446553;142.1030098;141.5224544;145.5256767;131.5687405;150.2148683;148.601207;146.7577602;147.6438322;145.5256767;150.0515576;150.2043418;147.4503347;148.4599748
120;Pachur17;145.5609079;75.73703328;80.39099363;75.75404707;85.06196777;92.82312717;92.82312717;92.14919596;88.48359025;78.4923943;134.0290268;143.1985706;79.53016813;84.18927566;74.32727151;91.28564229;80.39099363;84.93788795;175.7012672;111.1172141;83.60600072;64.64212952;70.27445596;74.92841631;73.29497109;78.10221938;79.27302301;83.92698336;71.7628406;85.04495398;80.39099363;85.04495398;80.39099363;79.27302301;91.76895819;80.40800742;71.41777824;66.6541942;103.0608845;143.3369475;85.06196777;128.2284255;134.7248626;132.7592766;66.95417895;150.2148683;128.411008;122.1918532;150.2148683;132.7592766;142.1023069;143.5578016;150.2148683;99.04254536
121;Pachur17;145.5609079;125.3628271;129.9907189;126.9200846;130.3297927;140.9470553;140.9432679;139.6758882;142.5578086;142.3612021;140.2595495;144.7016312;143.1362913;147.1036224;143.7004497;138.5137125;129.9891849;124.5407386;210.7727698;125.6548778;125.2074896;129.7077803;124.3081619;128.631678;139.0866852;143.7432063;129.0437877;136.0383411;133.8644634;132.7335743;129.3495939;134.5985611;129.9966751;131.3843807;155.6551761;131.2640083;119.0080547;134.6506354;150.8954087;149.5258306;135.9179687;139.9764075;143.3068945;137.4917122;116.8279939;150.2148683;148.0646623;147.4503347;147.6438322;137.4917122;140.8820964;142.4343863;148.0646623;131.1524333
122;Pachur17;145.5609079;104.1254112;108.7793715;108.4306191;117.7385398;122.4373297;122.4741053;122.0306012;129.6357522;125.5928408;132.8534546;141.4089436;114.842347;119.4963116;115.6842177;118.50661;108.7793715;113.5385704;189.9532146;137.0280387;138.0996001;107.0050533;106.7904264;111.4443868;113.3128843;117.9669106;112.6319364;117.2858968;113.7133023;113.4333319;108.7793715;113.4333319;108.7793715;112.6319364;126.3739933;113.0845795;107.5820226;107.2697264;131.5197197;142.1613753;117.7385398;139.9764075;137.2462198;142.5825876;113.450996;150.2148683;145.1356897;136.8925757;149.2131949;142.5825876;123.463429;133.7212498;148.0646623;121.4924652
123;Pachur17;145.5609079;50.16621819;54.82017854;54.74739159;64.05531229;66.46585787;62.83992744;67.50236522;76.53501238;74.63182061;113.6150423;133.6024422;67.23162779;71.88576109;66.29933817;65.47786251;54.24891929;90.14496224;136.3169425;84.29560123;85.46632337;54.11395823;59.4166356;64.0705965;67.6855433;72.56701391;55.3330426;61.10406112;60.82390216;57.24545226;53.842501;57.30364618;53.97093232;56.45010077;85.93432764;59.40135194;55.29803872;58.62489267;75.88601523;122.922963;63.08978045;139.9764075;134.7248626;137.4917122;53.21672422;150.1683524;132.0767934;130.290574;150.2148683;137.4917122;129.7359134;125.906387;150.2148683;85.90275134
124;Pachur17;145.5609079;145.1316517;149.7856121;139.5179281;148.7580958;162.9988513;162.9990375;158.8168823;157.6901496;155.8101652;149.660185;150.2148683;156.5072093;164.020694;152.3237776;155.3800822;149.7856121;141.0946149;250.9783452;153.4845353;156.8893772;139.7929706;137.0944792;141.7484396;149.5614843;150.0501899;144.9864799;149.6404403;149.0346587;154.4395724;149.7856121;154.4395724;149.7856121;144.9864799;167.0789915;144.1718884;151.2726997;146.218224;163.7475777;159.522789;148.8258488;145.5483516;150.0053958;144.6261707;146.6316867;150.2148683;142.1002747;143.1933995;150.2148683;144.6261707;149.5610798;150.2148683;150.2148683;157.2775752
125;Pachur17;145.5609079;136.3043373;133.4691289;133.6664261;134.4939133;145.0411001;146.429848;144.5846341;144.6237411;135.4449688;142.0860435;145.676254;141.6563609;134.1038554;145.1053954;130.4916069;140.3469024;133.3599725;216.7522556;122.0174799;126.6714403;140.6511046;120.5953759;112.7749614;149.1556678;145.1360501;140.857849;139.748879;128.3430531;145.5748498;140.9582976;145.612258;140.9582976;135.0949187;156.4539781;131.96367;116.713859;141.2151149;144.6345504;150.7228868;136.6176303;142.1030098;149.6321556;143.6454082;110.6332583;150.0287546;142.1002747;143.1933995;150.2148683;143.6454082;147.5908927;148.9383226;150.2148683;143.7681774
126;Pachur17;145.5609079;81.23128066;85.8371354;85.86427019;95.11238961;99.46901368;99.52539672;99.77255832;109.0742483;106.1356398;123.3879599;134.5727931;99.56449106;104.1920688;94.25006473;98.26180542;85.88524101;125.2048663;125.9414763;75.92735035;72.98551301;85.88083105;90.51718031;95.11115863;97.0339493;101.3701495;90.43231403;95.06013234;91.660482;90.48046686;85.88524101;90.53920136;85.88524101;90.40617199;115.2527291;90.45842926;71.39141153;90.1311674;109.071652;132.6958806;95.11238961;142.1030098;134.7248626;142.5825876;75.91894308;150.1683524;130.290574;128.411008;150.2148683;142.5825876;135.0867559;137.0113254;150.2053443;87.10710059
127;Pachur17;145.5609079;120.8844674;117.5265927;118.1256756;114.2906465;120.8755463;126.4991547;121.7591152;127.8043698;125.2774462;124.5035546;135.4425305;129.4342445;131.4261067;130.1309077;124.3619697;120.8385509;118.1070937;220.3674305;142.4555465;141.2972936;123.4754283;119.6171321;109.6296028;135.6658339;134.2535329;125.3754983;120.5685096;121.6229732;125.6433752;123.6456047;128.3425652;122.7619915;115.9145492;139.5857084;109.6366862;121.6907427;127.4159518;130.890256;132.1020226;114.2906465;124.2700485;146.2224621;136.0035201;118.3552783;150.1683524;140.9246604;144.2049325;150.0548256;136.0035201;149.8472915;150.2148683;149.7478553;130.1098755
128;Pachur17;145.5609079;148.779012;134.4232794;152.9577561;129.5256257;120.2717687;125.5579051;116.210774;124.3720082;122.1904764;140.342794;136.8804485;162.1387166;152.0906842;124.7452695;128.3246374;121.1484355;148.7949373;198.1510642;121.8684974;125.9646522;138.6275775;156.1585023;130.413145;137.1951381;134.0119756;144.4869024;131.3836067;115.3106366;119.1505042;135.4884094;132.5834259;127.4396359;126.7296464;136.5331845;124.9396714;129.8358272;132.0935963;130.7840271;110.0725241;121.6637593;142.1030098;148.317147;149.5988753;125.1445445;149.4696052;150.2148683;150.2148683;143.3765683;149.5988753;150.0515576;149.9515887;140.9246604;134.1656975
129;Pachur17;145.5609079;148.1627756;131.9737256;150.9226647;116.0885866;129.308941;140.8184149;121.8994935;125.6421303;125.8783201;144.2887395;143.7783114;162.6321552;130.6012984;126.6268677;136.9136382;134.4045742;147.4397344;239.9385418;147.0988203;137.2482673;147.9483695;154.4302699;123.6801259;132.8240343;123.6137314;133.8227493;116.5836186;129.2110827;137.9275049;146.2133413;144.0956981;142.0103474;111.9296583;144.7935022;111.4346263;131.569827;146.6643077;134.1841643;130.3373102;116.0819123;137.5556796;137.2462198;146.3446501;132.5840935;150.2148683;149.4424923;149.0603701;141.07476;146.3446501;148.7417864;148.4303269;144.2049325;142.8451663
130;Pachur17;145.5609079;149.5414172;153.5500801;154.0871095;159.5275473;167.5076596;168.8307097;165.0534403;174.1835291;169.7761691;150.2104368;150.2148683;166.847625;170.8102871;158.973203;157.504136;154.1953775;148.8693756;240.2318405;160.1873775;163.874646;151.8542016;157.7645968;158.4748386;164.7173122;166.001576;158.7588819;162.8183531;154.3401965;158.8493379;154.1953775;158.8493379;154.1953775;158.1643927;181.3036781;158.0970272;146.9188279;157.4067663;175.7640615;159.5225651;162.7509875;143.9551865;150.1916104;149.5988753;142.2648675;150.1683524;145.9864104;149.0603701;150.2148683;149.5988753;150.0515576;150.2043418;150.2148683;163.2420121
131;Pachur17;145.5609079;115.4005595;118.7539616;120.0545198;127.5108299;132.7158427;132.3250627;132.7158426;142.0252402;134.1724273;131.3387175;139.4433167;133.4584766;135.9931979;129.109469;127.6610667;120.0401178;128.3499337;211.0299744;131.692517;136.3464773;119.9546713;123.542504;127.5422171;133.65031;134.5276964;124.7084802;128.0618823;123.5760122;123.7169132;120.0224187;124.6821708;120.0327708;123.4079219;151.586414;123.4079219;118.2649078;124.6867311;142.0237633;140.6466382;128.0325074;146.8946353;149.0702462;148.827164;121.0922706;148.5349734;135.3762137;142.1002747;150.2148683;148.827164;144.2771097;147.1563156;150.2148683;139.3728512
132;Pachur17;145.5609079;125.667091;130.3210513;127.9615592;132.2725435;141.2520038;141.2520163;126.8637872;131.4648106;123.786144;146.8108486;149.0293438;137.9792721;142.0000823;131.3605414;120.6289789;130.3210513;132.5141741;234.749195;131.6143717;135.5182678;106.9988894;129.83723;132.15152;115.4873975;120.0642604;132.6715363;137.3254966;109.7203884;134.9750117;130.3210513;134.9750117;130.3210513;132.6715363;132.9482997;132.6155196;118.685187;125.1150841;144.4042959;156.1187693;137.2694799;145.5483516;144.8706573;145.5256767;115.0985825;150.1683524;119.9175811;117.538287;150.2148683;145.5256767;144.2771097;143.5578016;150.2148683;134.5559061
133;Pachur17;145.5609079;142.1602353;144.4294089;130.4927408;129.2977811;152.021673;149.637875;143.2371663;139.838105;138.8977092;144.1989248;146.2018311;155.1132489;154.1186904;153.1178758;151.2276811;142.15014;131.9218274;236.351872;129.1488411;132.2737107;145.3457276;142.4909433;139.05048;151.0469441;153.8601958;126.0024013;129.6827473;147.7134481;147.7135599;145.3710755;146.2730899;142.5403345;125.0287869;153.9266246;124.6438208;121.6338798;147.1942948;149.6350541;148.7981344;129.2977811;137.5556796;134.7248626;132.7592766;120.5361743;150.2148683;135.3762137;133.7714577;149.854652;132.7592766;144.2771097;144.5907314;149.7478553;141.6218062
134;Pachur17;145.5609079;144.5953423;109.583704;149.249178;117.3807487;123.239391;140.9938045;123.4034477;131.6425587;131.6558799;139.6810246;140.5640759;144.7741051;117.279136;122.4417291;116.0429655;128.7204045;146.5425481;250.0457568;116.6316413;121.2856016;145.0868927;134.6061522;113.5760916;141.0383589;121.585979;152.8084678;118.8327835;132.5248579;140.9221163;143.841929;136.7467071;130.1092435;114.1788232;149.2030371;114.1673431;131.655497;134.7632039;128.6815616;136.259822;118.7501278;149.9713578;150.2148683;150.2148683;127.0015366;136.3989207;150.2148683;150.2148683;150.2148683;150.2148683;139.5718026;139.9114401;150.1291423;112.9787149
135;Pachur17;145.5609079;128.5880327;133.2419931;133.1810755;142.4889962;147.0046642;146.6702833;146.9368027;156.2285906;155.9940465;139.0346726;143.6213488;146.0306156;149.2271858;146.4996341;145.9623207;133.2419931;131.1715888;225.8628781;145.4060741;150.060034;133.0929278;137.6439338;142.2978942;145.0052466;149.7580132;134.0441219;142.5134522;141.2771583;137.8764556;133.2419931;137.880259;133.2419931;137.8594918;161.2205907;137.8350358;137.5923759;137.8758925;156.3530199;148.3425933;142.2149957;148.0035633;149.6321556;148.827164;137.2782977;149.7959234;147.4503347;148.0646623;150.2148683;148.827164;143.2336194;147.1563156;150.2148683;151.375118
136;Pachur17;145.5609079;107.4751382;110.9825705;110.6234822;114.9496729;120.9842042;118.9242844;122.2471394;130.1461738;116.7326463;134.2639588;142.7336894;125.0352829;124.054693;123.0369716;120.8966472;111.7024666;116.1941212;186.0087294;100.8543838;103.694586;111.4516627;107.2982602;106.7880956;123.6672266;127.2394691;114.075916;118.848518;116.7173109;115.8706357;111.6969589;116.6416602;111.8923226;114.1945577;131.1650458;112.7986829;92.0694876;116.5462829;131.5182461;143.5718795;117.2701827;146.8946353;137.2462198;142.5825876;86.06363581;149.7959234;126.4361463;128.411008;150.2148683;142.5825876;139.5718026;138.509272;150.2148683;131.9815786
137;Pachur17;145.5609079;139.2892185;140.1160768;137.6408628;141.2110953;150.9784672;151.8396301;149.7429476;153.9509418;152.9955647;140.8407878;143.9593924;157.1440399;158.5664934;149.3672323;140.5608118;141.9663425;135.5622027;233.5962926;135.8451957;134.1748644;143.7704225;137.8698276;135.1829839;154.0693445;152.1241802;141.107447;143.3956508;136.2130646;146.953955;143.811048;148.4771284;143.4631317;138.7416905;168.4398733;136.5894371;129.8159981;148.1170921;155.1824737;148.3455123;141.2433975;139.9764075;143.3068945;142.5825876;125.6033065;150.2148683;146.7577602;142.1002747;150.0548256;142.5825876;149.8472915;150.2043418;149.0603701;153.0423842
138;Pachur17;145.5609079;135.7822942;140.2966522;122.4783302;129.933848;146.3242552;146.3242552;144.1519457;140.6345992;133.7589124;144.0415514;146.9717012;149.8366558;151.3827067;153.4793125;144.5725173;140.3109213;122.9360666;232.7540261;142.238142;142.075247;140.3219603;130.0321508;130.9929651;150.6739065;155.9491832;127.3927166;131.5140245;139.6904539;145.0902149;140.4362546;145.0902149;140.4362546;126.8600641;153.5218421;125.3944422;130.4251383;145.0801603;154.2985824;153.1213382;130.0484026;131.7215821;141.5224544;132.7592766;127.9056094;150.2148683;135.3762137;133.7714577;150.2148683;132.7592766;150.1740491;150.1201157;150.2148683;152.0494342
139;Pachur17;145.5609079;147.6953708;133.1056311;151.2549162;133.3197096;134.4871779;136.7805047;134.1820714;137.4808687;137.9080064;144.6346278;144.4683793;159.3901453;146.2052288;140.7401963;135.8591454;141.1128216;147.463427;197.4685043;114.2067842;114.5386929;149.0387359;150.6731562;131.1201908;151.0469533;148.7324978;141.1481327;129.5990186;136.5436527;144.2848453;148.5227123;144.3837334;140.2131058;124.9450582;168.5561933;128.7884328;130.6501788;144.8670661;140.4922057;137.9134251;130.970021;148.8825285;147.3693908;149.2518426;125.9962185;149.7959234;149.976683;150.1291423;145.3350495;149.2518426;146.8899011;147.1563156;144.2049325;127.6741409
140;Pachur17;145.5609079;148.3760698;138.8035799;151.3414293;130.8332703;135.3310373;142.7329892;127.9994953;136.1996718;136.2009598;143.3997594;142.280706;165.3107501;138.5273722;132.1788502;129.6929897;135.1048168;147.8187578;226.2320628;142.8684114;124.9958374;145.675637;153.7399496;134.2596291;136.6417082;137.1897684;137.8696483;130.7113002;115.0874311;129.4275096;143.5739097;144.2179411;142.0542566;126.0573398;151.6145974;126.17931;138.5524263;146.7082169;142.4199637;126.2961035;128.2216474;134.8153175;141.5224544;146.3446501;133.9279501;150.2148683;150.2148683;149.976683;141.07476;146.3446501;149.5610798;150.2043418;138.3219357;143.3814777
141;Pachur17;145.5609079;145.449815;142.6637514;141.4827812;119.1238723;141.1270213;143.4380207;126.9083966;129.2185936;130.0957183;142.0767489;143.2082383;163.7058927;137.9728084;136.8072914;154.2706312;134.0734362;141.3225497;251.8635004;150.4426706;144.5892097;147.6730717;144.7856926;124.1491633;134.7670784;139.418833;119.2103188;120.5569592;137.660291;146.8825213;146.7137072;143.9325892;139.8090714;115.9029988;140.7104024;114.469912;142.9772145;144.4630318;141.6740182;131.0302553;119.1238723;131.7215821;139.5066269;140.2071503;139.5827026;150.2148683;139.6655727;145.1356897;148.2484149;140.2071503;150.2148683;150.2148683;148.601207;158.8229917
142;Pachur17;145.5609079;150.2148683;154.8688286;154.8688286;156.9212041;137.9304047;138.4239498;140.7514714;142.5131157;138.4833398;150.2148683;150.1419088;168.8307097;164.910239;152.2333584;150.0052855;150.5555217;150.2148683;143.7944817;164.2727506;167.492161;147.4334755;158.9715478;157.0909692;154.9788917;159.3097586;150.6210324;155.2816642;149.2482017;152.0908443;146.3869238;156.1476808;150.7655382;150.6210324;171.6266284;152.2672437;154.2895438;155.41974;147.8275337;137.3503984;139.5240856;150.2148683;141.5224544;149.5988753;149.8096184;150.2148683;150.2148683;150.2148683;132.0157687;149.5988753;150.2148683;148.9383226;132.0767934;152.9246337
143;Pachur17;145.5609079;144.6452956;140.4352752;144.0274972;129.8656526;145.3431088;146.8993394;139.4207561;145.7463466;145.3955401;143.0307719;144.5321039;160.2564069;146.9980209;142.8911821;150.3924413;142.5414508;142.4993808;251.3083247;137.5938649;133.2018184;148.2928907;146.2795701;135.4469378;151.1010762;150.5558078;136.8977787;135.3553756;147.7632169;149.4578027;147.8400084;150.4903115;145.5483192;130.7014152;165.0016246;130.2657357;135.7754543;150.2022796;150.6038055;144.2685655;134.919696;139.9764075;141.5224544;140.2071503;131.121494;150.2148683;147.4503347;145.1356897;149.2131949;140.2071503;150.2148683;149.9515887;148.601207;154.0317707
144;Pachur17;145.5609079;148.6621627;143.4159212;153.2257426;135.6769458;145.5581309;147.73758;140.7309325;148.2791051;148.3783141;143.6552863;142.0016543;166.6987786;160.792204;143.947657;143.8032558;140.2980394;149.1956776;196.1839618;149.2451762;151.0180209;144.75667;157.6980408;143.8064464;151.7784373;152.0363128;139.7225691;138.562982;139.5205524;144.0328959;142.9120628;145.2908036;141.6489314;133.9090216;165.9491272;132.5705074;151.1020057;146.3028918;158.4204965;137.9985593;136.1487995;149.5371209;148.317147;148.827164;146.4480453;150.2148683;150.2148683;150.2148683;143.3765683;148.827164;150.2148683;149.9515887;145.1356897;157.977857
145;Pachur17;145.5609079;144.2644672;139.9329319;148.9184275;145.6551969;153.8948129;156.2007042;153.8948135;162.8823318;162.3232972;141.848233;141.6553453;132.831221;130.6899424;144.0675847;143.6972832;147.0798977;147.7202122;204.0936235;136.550844;141.0865108;145.9409164;141.8195566;142.9898879;157.9887978;152.8718518;153.5718167;149.2408526;146.5558489;147.1607289;145.799082;150.0185879;146.5357091;144.5868922;155.2019163;144.5868922;137.3158404;151.1896695;161.0610341;147.3761041;145.4128488;150.2148683;147.3693908;150.2148683;132.66188;147.9256241;147.4503347;148.0646623;149.5741838;150.2148683;118.734311;125.906387;149.4424923;142.6683025
146;Pachur17;145.5609079;150.2148683;142.4693896;154.8688286;141.590125;151.2860612;155.1335271;145.986688;149.9088282;149.9083757;149.9002738;149.4212393;168.8307097;158.9206538;146.1937619;151.4504299;146.6038397;150.2148683;226.6755391;148.0105938;143.2543821;151.002888;159.521186;145.0948137;146.7359823;151.5128694;145.7801535;138.8080205;150.0354604;153.5261352;150.026322;152.4334453;146.619781;134.1540602;158.8717817;136.9361646;143.8622428;151.2737414;149.1275248;145.9047215;141.5283637;137.5556796;144.8706573;147.7435265;140.4565209;150.2148683;149.976683;149.0603701;147.6438322;147.7435265;150.1740491;149.9515887;149.4424923;147.763028
147;Pachur17;145.5609079;147.2465369;149.2297329;151.371552;149.3375979;152.0546936;150.9888761;153.7765932;159.7195163;157.9656155;144.7425258;144.901031;162.3521066;157.0514798;161.2299456;157.6519281;149.2504502;147.7020372;167.2124355;143.8423735;147.6654354;149.5542677;153.5962634;151.7147614;162.4277342;162.4782535;154.7297073;158.0238776;156.0383396;155.3284155;149.9293821;155.9487871;150.5518814;153.3699173;176.6300136;152.1353694;145.0542681;155.2058418;157.4539582;151.4648756;153.334876;150.1878379;149.6321556;149.5988753;140.4003077;149.4696052;145.1356897;149.4424923;150.2148683;149.5988753;150.2148683;150.2043418;149.7478553;160.7816783
148;Pachur17;145.5609079;144.9469582;145.996066;148.0835167;149.6953965;159.0702531;160.5815729;154.3472608;159.481631;159.2790916;145.1177201;146.2837655;163.3262201;156.6791832;153.6356336;159.3849647;145.2640758;143.4743132;251.5065801;153.4845353;153.2925496;149.3980911;152.9317838;152.5933605;144.4077746;147.9415;144.8873926;148.3265277;153.3730758;151.7937638;149.160405;150.5633844;146.5143809;143.6725674;163.1337781;145.0414362;145.353219;151.1683413;163.936725;152.0484275;149.6953965;137.5556796;147.3693908;147.0837404;145.0070201;150.2148683;146.7577602;147.4503347;150.1748656;147.0837404;150.1740491;149.9515887;149.7478553;158.6199634
149;Pachur17;145.5609079;146.5659623;151.2199226;150.7371012;159.8235498;165.0546892;165.0427994;165.107466;173.8114759;169.0978112;147.67557;148.4523319;163.3734515;167.224163;156.391738;162.3204311;151.2199226;146.3273698;194.7006585;151.5976244;156.2515847;151.1842851;155.2007085;159.9068037;152.7778286;155.7630496;155.6073662;160.2613265;157.6664708;155.873883;151.2199226;155.873883;151.2199226;155.6073662;171.39367;155.3910615;151.2195324;155.6027046;174.2255045;156.9834907;160.0450219;148.8825285;149.0702462;147.0837404;146.565572;150.2148683;145.9864104;145.1356897;150.2148683;147.0837404;146.1044199;148.4303269;150.2148683;165.6995818
150;Pachur17;145.5609079;150.2003995;144.5640216;154.8543599;150.1568912;148.8396503;152.4518904;149.9042869;157.391951;154.7887663;147.9330552;145.870644;163.8720979;160.5201677;144.179722;146.0953252;148.8138061;150.2148683;171.0678484;155.704871;156.7829776;143.7864881;158.4260816;151.7892452;156.6413257;150.6766558;158.2177692;153.1557922;151.1284238;148.6375881;143.7926104;151.6680629;147.0475074;148.5018319;161.1778267;147.193538;147.8788909;151.7014678;160.1226902;137.7956337;147.965566;150.2148683;149.6321556;150.2148683;143.2249305;150.2148683;150.2148683;150.2148683;146.1877656;150.2148683;147.5908927;144.5907314;144.2049325;156.0027117
151;Pachur17;145.5609079;148.0343443;142.9298676;152.405578;144.7745344;142.0330285;142.4962863;144.3547728;151.543825;152.6090179;140.3112888;137.4718695;163.2806074;161.1547371;140.4641777;149.1868854;127.7591157;148.5841184;181.3694621;137.1665755;141.8205465;139.4791621;155.1253584;140.9373071;143.5313811;148.1173106;152.5898346;148.9775356;139.9195246;143.7184961;139.2439816;141.4142443;130.9828906;144.3235753;149.903363;140.9876289;141.9750405;135.6368509;154.3913174;134.8397367;142.9640938;146.8946353;149.6321556;148.3245193;137.3210801;149.049443;150.2053443;149.7478553;150.0548256;148.3245193;148.7417864;148.4303269;148.601207;157.46422
152;Pachur17;145.5609079;150.2148683;147.8597789;154.8688286;145.0336849;133.0397415;134.5621952;128.8708382;133.0948463;128.9364151;147.9906755;142.7120521;165.4605518;152.1107796;136.9361116;124.4930791;136.229828;150.2148683;171.4215008;151.6882537;148.8057796;137.3855609;159.5062311;147.1037068;147.5175298;132.2221416;148.699254;147.7006421;121.5384369;117.0569206;136.8899483;127.6087542;141.2506031;143.0466818;126.677141;140.4599884;144.5588646;145.9045634;130.0772396;113.6843496;124.7292844;150.1878379;148.317147;150.2148683;139.9049042;150.2148683;150.2148683;150.2148683;135.405565;150.2148683;149.8472915;147.1563156;130.290574;142.8300817
153;Pachur17;145.5609079;149.8262901;154.735515;154.4802504;162.1368475;168.6523962;168.8307097;168.1342168;177.4421375;172.9226502;150.2148683;150.2148683;161.3072334;164.697195;162.6878713;162.5754624;154.4802504;149.9801179;226.5433011;165.6511181;170.3050785;149.0480194;157.6004744;161.5805337;161.0404236;164.1066848;159.1342108;163.7881711;158.7421831;159.1342108;154.4802504;159.1342108;154.4802504;159.3894753;172.3983196;159.3894753;154.0134912;153.1990056;176.950053;159.4820389;164.0434357;150.2148683;150.2148683;150.2148683;149.3595309;149.7959234;150.2148683;149.7478553;150.2148683;150.2148683;146.1044199;146.3891207;150.2148683;167.3267788
154;Pachur17;145.5609079;149.9468091;148.6711875;154.4655909;156.3204107;162.2210741;166.9375237;159.486828;167.3240212;153.0518215;150.2148683;150.2148683;166.9773597;150.0401695;154.584328;157.1883528;154.6007695;149.4053893;254.3025582;157.0599245;161.7138849;153.1876788;159.169398;147.089029;158.4113077;157.9141292;156.676634;156.2392076;155.2656795;159.2547298;154.6007695;159.2547298;154.6007695;151.5852472;169.7042581;151.6664503;138.0251453;159.0637247;166.9055916;158.8681953;156.3204107;143.9551865;144.8706573;143.6454082;139.3049101;150.2148683;138.3219357;142.1002747;150.2148683;143.6454082;148.7417864;148.9383226;150.2148683;146.5698924
155;Pachur17;145.5609079;150.2148683;154.5065544;154.8688286;156.3090563;158.298223;158.6890477;156.4950042;162.4570378;161.6025271;150.1748817;149.6630612;168.8307097;171.8136518;158.3372159;154.604239;143.6983867;150.2148683;199.04852;163.0087394;164.9503734;144.9506273;159.1655397;154.6473041;153.6130116;146.3584413;153.0223268;157.5906439;150.3338157;149.6874934;142.7786329;149.938286;143.0996643;152.9366835;171.3190323;151.655096;154.3843818;147.7538642;163.6778267;144.7447461;148.027576;148.8825285;149.0702462;149.8685221;149.7304214;150.2148683;150.2148683;150.2148683;136.9593237;149.8685221;150.2148683;150.2148683;135.3762137;161.5276834
156;Pachur17;145.5609079;148.344151;130.5606971;152.9981113;135.9659098;124.9084455;136.1435694;126.0528225;134.8181293;126.9045685;139.0944183;132.700219;159.7871024;142.8876195;136.4288328;121.6450261;127.8530107;149.9148687;137.5939641;138.8235573;142.1378994;131.4091351;152.7353091;136.8533809;140.5451711;125.976225;151.5193342;139.324972;135.4471634;139.0733138;130.6720459;136.0476764;126.8884826;134.6710116;158.3595082;132.5914866;138.8938423;131.542443;134.5436379;112.4496318;127.9287245;150.2148683;150.0053958;150.2148683;134.2398819;146.4194258;150.2148683;150.2148683;147.6438322;150.2148683;150.0515576;148.4303269;144.2049325;141.6624293
157;Pachur17;145.5609079;148.2512207;150.8983332;152.0064211;153.5622838;162.6869936;162.628546;160.0579944;166.3431859;163.7001392;148.0789614;148.5174108;166.7683738;164.0290458;159.4642794;164.4984627;151.3521834;147.6707573;212.053951;150.8900045;151.5239258;152.7799524;156.1722479;157.9407146;160.6360657;164.1615561;148.9957736;153.3104033;160.7551883;156.2142099;152.6185359;156.4950954;152.0535994;148.6564429;178.8791514;148.9083235;149.7579246;156.7075597;171.3621191;155.6513647;153.5622838;145.5483516;144.8706573;148.3245193;147.9933313;150.2148683;145.9864104;146.7577602;149.5741838;148.3245193;149.1926819;150.2043418;149.976683;162.5255528
158;Pachur17;145.5609079;142.1715714;118.9769887;146.4625976;122.2016763;114.6157816;132.6123013;114.7756522;122.2200747;115.130916;132.3372593;134.4129295;158.664381;135.8089171;127.1518546;128.66928;142.7963051;143.5077755;176.7650391;142.368144;136.2227909;137.0540057;149.8877128;123.707498;144.8644638;128.7257209;144.3113268;123.8300426;145.232131;142.7688578;136.5590604;142.2149053;140.6343964;119.1760822;157.8697619;118.8300934;141.314824;145.2883568;132.4066516;130.8919002;122.7825582;145.5483516;150.0053958;149.5988753;136.6608636;147.9256241;150.2148683;150.2053443;149.2131949;149.5988753;150.1740491;150.2043418;148.0646623;118.7022014
159;Pachur17;145.5609079;124.0318714;128.6858317;121.5821204;130.3779739;141.5808481;141.5808482;138.2552528;143.0798927;134.5316585;141.9389835;146.3115393;138.6958089;143.1260742;127.3876322;129.2117644;128.6858317;119.4535019;233.9943725;140.0379482;143.4529502;122.9994953;124.5945923;129.2485526;130.8623001;135.4843718;126.8134254;131.4673858;124.557804;133.3397921;128.6858317;133.3397921;128.6858317;126.8134254;143.61871;126.2360808;122.6778422;129.3709545;145.2619005;151.2469042;130.8900411;145.5483516;141.5224544;145.5256767;118.5747946;150.2148683;124.3638662;126.4361463;150.2148683;145.5256767;140.8820964;144.5907314;150.2148683;144.7612951
